country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,703303,37103.6,0.0,0.0,8915423.0,2022-04-19T00:00:00
UK,Wales,871316,27489.9,0.0,0.0,8715796.0,2022-04-19T00:00:00
UK,North East,931715,34755.6,0.0,0.0,21291748.0,2022-04-19T00:00:00
UK,East Midlands,1570972,32287.4,0.0,0.0,41580855.0,2022-04-19T00:00:00
UK,South West,1724033,30464.6,0.0,0.0,56849770.0,2022-04-19T00:00:00
UK,Yorkshire and The Humber,1787833,32351.1,0.0,0.0,42824806.0,2022-04-19T00:00:00
UK,West Midlands,1890481,31709.2,0.0,0.0,49958995.0,2022-04-19T00:00:00
UK,Scotland,1898901,34740.2,0.0,0.0,16515991.0,2022-04-19T00:00:00
UK,East of England,2010220,32065.2,0.0,0.0,62645254.0,2022-04-19T00:00:00
UK,North West,2542294,34507.1,0.0,0.0,60843088.0,2022-04-19T00:00:00
UK,London,2856755,31732.9,0.0,0.0,72715591.0,2022-04-19T00:00:00
UK,South East,2973501,32260.1,0.0,0.0,93838822.0,2022-04-19T00:00:00
