country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,563912,29749.9,0.0,0.0,7754473.0,2022-02-04T00:00:00
UK,Wales,791827,24982.0,0.0,0.0,8225647.0,2022-02-04T00:00:00
UK,North East,803280,29964.6,0.0,0.0,19209929.0,2022-02-04T00:00:00
UK,Scotland,1255324,22966.0,0.0,0.0,15113767.0,2022-02-04T00:00:00
UK,South West,1294338,22871.6,0.0,0.0,50193303.0,2022-02-04T00:00:00
UK,East Midlands,1314220,27010.5,0.0,0.0,37327054.0,2022-02-04T00:00:00
UK,Yorkshire and The Humber,1532599,27732.6,0.0,0.0,38640119.0,2022-02-04T00:00:00
UK,West Midlands,1607245,26958.5,0.0,0.0,44964481.0,2022-02-04T00:00:00
UK,East of England,1611412,25703.8,0.0,0.0,55981331.0,2022-02-04T00:00:00
UK,North West,2204497,29922.1,0.0,0.0,54993255.0,2022-02-04T00:00:00
UK,South East,2343234,25422.2,0.0,0.0,83268801.0,2022-02-04T00:00:00
UK,London,2440214,27106.0,0.0,0.0,65583570.0,2022-02-04T00:00:00
