country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,482740,25467.6,0.0,0.0,7129265.0,2022-01-17T00:00:00
UK,North East,692050,25815.4,0.0,0.0,18250021.0,2022-01-17T00:00:00
UK,Wales,750308,23672.1,0.0,0.0,7997222.0,2022-01-17T00:00:00
UK,South West,1090771,19274.5,0.0,0.0,47329381.0,2022-01-17T00:00:00
UK,Scotland,1105764,20229.9,0.0,0.0,14655887.0,2022-01-17T00:00:00
UK,East Midlands,1135070,23328.6,0.0,0.0,35372170.0,2022-01-17T00:00:00
UK,Yorkshire and The Humber,1325613,23987.1,0.0,0.0,36711767.0,2022-01-17T00:00:00
UK,East of England,1373980,21916.5,0.0,0.0,52847672.0,2022-01-17T00:00:00
UK,West Midlands,1374108,23048.0,0.0,0.0,42597235.0,2022-01-17T00:00:00
UK,North West,1935523,26271.3,0.0,0.0,52540612.0,2022-01-17T00:00:00
UK,South East,1978038,21460.1,0.0,0.0,78408346.0,2022-01-17T00:00:00
UK,London,2126414,23620.3,0.0,0.0,62383298.0,2022-01-17T00:00:00
