country,province,cases,deaths,datetime
PL,podlaskie,1,,2020-03-20T00:00:00
PL,świętokrzyskie,6,,2020-03-20T00:00:00
PL,zachodniopomorskie,9,,2020-03-20T00:00:00
PL,pomorskie,9,,2020-03-20T00:00:00
PL,lubuskie,9,,2020-03-20T00:00:00
PL,opolskie,10,,2020-03-20T00:00:00
PL,kujawsko-pomorskie,11,,2020-03-20T00:00:00
PL,małopolskie,12,,2020-03-20T00:00:00
PL,wielkopolskie,16,1,2020-03-20T00:00:00
PL,warmińsko-mazurskie,16,,2020-03-20T00:00:00
PL,podkarpackie,17,1,2020-03-20T00:00:00
PL,lubelskie,25,1,2020-03-20T00:00:00
PL,śląskie,43,,2020-03-20T00:00:00
PL,łódzkie,48,,2020-03-20T00:00:00
PL,dolnośląskie,53,2,2020-03-20T00:00:00
PL,mazowieckie,82,,2020-03-20T00:00:00
PL,sum,367,5,2020-03-20T00:00:00
