country,nuts_2,cases,hospitalized,intensive_care,datetime
AT,Burgenland,203,13.0,3,2020-04-02T09:30:00
AT,Kärnten,300,28.0,11,2020-04-02T09:30:00
AT,Vorarlberg,695,51.0,12,2020-04-02T09:30:00
AT,Salzburg,1017,65.0,13,2020-04-02T09:30:00
AT,Steiermark,1169,149.0,28,2020-04-02T09:30:00
AT,Wien,1607,195.0,30,2020-04-02T09:30:00
AT,Niederösterreich,1744,203.0,43,2020-04-02T09:30:00
AT,Oberösterreich,1804,138.0,31,2020-04-02T09:30:00
AT,Tirol,2569,215.0,56,2020-04-02T09:30:00
AT,,11108,1.057,227,2020-04-02T09:30:00
