country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,726.0,15.0,,2.0,,2021-01-05
CH,Obwalden,OW,1438.0,30.0,,5.0,,2021-01-05
CH,Uri,UR,1452.0,32.0,,10.0,,2021-01-05
CH,Nidwalden,NW,1533.0,12.0,,8.0,2.0,2021-01-05
CH,Glarus,GL,1656.0,37.0,,18.0,4.0,2021-01-05
CH,Appenzell Ausserrhoden,AR,2526.0,39.0,,15.0,1.0,2021-01-05
CH,Schaffhausen,SH,3086.0,54.0,,15.0,2.0,2021-01-05
CH,Jura,JU,4658.0,113.0,,20.0,2.0,2021-01-05
CH,Zug,ZG,5137.0,76.0,,15.0,4.0,2021-01-05
CH,Schwyz,SZ,7946.0,155.0,,,,2021-01-05
CH,Basel-Stadt,BS,8382.0,163.0,,89.0,19.0,2021-01-05
CH,Grisons,GR,8518.0,145.0,,35.0,7.0,2021-01-05
CH,Solothurn,SO,11104.0,218.0,,56.0,11.0,2021-01-05
CH,Basel-Landschaft,BL,11288.0,183.0,,70.0,8.0,2021-01-05
CH,Neuchâtel,NE,11943.0,328.0,,47.0,4.0,2021-01-05
CH,Thurgau,TG,12600.0,270.0,,71.0,14.0,2021-01-05
CH,Lucerne,LU,17736.0,241.0,,118.0,,2021-01-05
CH,Fribourg,FR,23729.0,412.0,,44.0,12.0,2021-01-05
CH,Ticino,TI,24370.0,806.0,,335.0,50.0,2021-01-05
CH,Valais,VS,26517.0,620.0,,71.0,8.0,2021-01-05
CH,St. Gallen,SG,28931.0,548.0,,145.0,23.0,2021-01-05
CH,Aargau,AG,30027.0,496.0,,136.0,31.0,2021-01-05
CH,Geneva,GE,41452.0,663.0,,122.0,5.0,2021-01-05
CH,Berne,BE,44528.0,713.0,,256.0,51.0,2021-01-05
CH,Vaud,VD,58214.0,818.0,,256.0,50.0,2021-01-05
CH,Zürich,ZH,72346.0,994.0,,387.0,104.0,2021-01-05
CH,,,461843.0,8181.0,277767.0,2352.0,427.0,2021-01-05
