country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,17038.0,61.0,,0.0,,2022-05-24
CH,Nidwalden,NW,18569.0,36.0,,0.0,0.0,2022-05-24
CH,Jura,JU,31474.0,240.0,,4.0,0.0,2022-05-24
CH,Schaffhausen,SH,32393.0,131.0,,3.0,0.0,2022-05-24
CH,Zug,ZG,50700.0,170.0,,5.0,0.0,2022-05-24
CH,Basel-Stadt,BS,83853.0,288.0,,17.0,1.0,2022-05-24
CH,Solothurn,SO,115911.0,366.0,,3.0,0.0,2022-05-24
CH,Thurgau,TG,120681.0,684.0,,13.0,0.0,2022-05-24
CH,Fribourg,FR,143641.0,575.0,,13.0,2.0,2022-05-24
CH,Ticino,TI,149579.0,1190.0,,43.0,0.0,2022-05-24
CH,Lucerne,LU,180185.0,,,8.0,,2022-05-24
CH,Geneva,GE,213561.0,,,229.0,0.0,2022-05-24
CH,Zürich,ZH,636650.0,1801.0,,47.0,7.0,2022-05-24
CH,,,3479396.0,13760.0,1020797.0,896.0,55.0,2022-05-24
CH,Aargau,AG,,,,,,2022-05-24
CH,Appenzell Innerrhoden,AI,,,,,,2022-05-24
CH,Appenzell Ausserrhoden,AR,,,,,,2022-05-24
CH,Berne,BE,,,,,,2022-05-24
CH,Basel-Landschaft,BL,,,,8.0,0.0,2022-05-24
CH,Glarus,GL,,,,,,2022-05-24
CH,Grisons,GR,,,,,,2022-05-24
CH,Neuchâtel,NE,,,,,,2022-05-24
CH,St. Gallen,SG,,,,,,2022-05-24
CH,Schwyz,SZ,,,,,,2022-05-24
CH,Uri,UR,,,,,,2022-05-24
CH,Vaud,VD,,,,,,2022-05-24
CH,Valais,VS,,,,,,2022-05-24
