country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,525.0,13.0,,,,2020-11-26
CH,Uri,UR,889.0,15.0,,8.0,,2020-11-26
CH,Nidwalden,NW,896.0,8.0,,4.0,3.0,2020-11-26
CH,Glarus,GL,911.0,20.0,,4.0,2.0,2020-11-26
CH,Obwalden,OW,926.0,17.0,,11.0,,2020-11-26
CH,Appenzell Ausserrhoden,AR,1540.0,27.0,,14.0,2.0,2020-11-26
CH,Schaffhausen,SH,1732.0,31.0,,18.0,2.0,2020-11-26
CH,Zug,ZG,3186.0,27.0,,21.0,5.0,2020-11-26
CH,Jura,JU,3670.0,70.0,,25.0,5.0,2020-11-26
CH,Grisons,GR,4790.0,93.0,,34.0,7.0,2020-11-26
CH,Schwyz,SZ,4889.0,94.0,,,,2020-11-26
CH,Basel-Stadt,BS,5105.0,73.0,,118.0,22.0,2020-11-26
CH,Solothurn,SO,5817.0,65.0,,57.0,14.0,2020-11-26
CH,Basel-Landschaft,BL,6325.0,66.0,,56.0,9.0,2020-11-26
CH,Thurgau,TG,6462.0,99.0,,36.0,20.0,2020-11-26
CH,Neuchâtel,NE,9489.0,221.0,,109.0,16.0,2020-11-26
CH,Lucerne,LU,9993.0,92.0,,104.0,,2020-11-26
CH,Ticino,TI,14932.0,518.0,,320.0,42.0,2020-11-26
CH,Aargau,AG,16302.0,186.0,,141.0,25.0,2020-11-26
CH,St. Gallen,SG,16611.0,228.0,,117.0,30.0,2020-11-26
CH,Fribourg,FR,20212.0,335.0,,129.0,19.0,2020-11-26
CH,Valais,VS,22158.0,432.0,,165.0,31.0,2020-11-26
CH,Berne,BE,27802.0,405.0,,270.0,56.0,2020-11-26
CH,Geneva,GE,35902.0,555.0,,348.0,25.0,2020-11-26
CH,Zürich,ZH,42453.0,404.0,,324.0,73.0,2020-11-26
CH,Vaud,VD,47703.0,604.0,,456.0,89.0,2020-11-26
CH,,,311220.0,4698.0,236687.0,2904.0,512.0,2020-11-26
