country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,464.0,8.0,,,,2020-11-12
CH,Uri,UR,628.0,9.0,,5.0,,2020-11-12
CH,Obwalden,OW,633.0,10.0,,14.0,,2020-11-12
CH,Nidwalden,NW,733.0,8.0,,5.0,3.0,2020-11-12
CH,Glarus,GL,737.0,16.0,,15.0,3.0,2020-11-12
CH,Appenzell Ausserrhoden,AR,1129.0,12.0,,19.0,2.0,2020-11-12
CH,Schaffhausen,SH,1159.0,17.0,,16.0,2.0,2020-11-12
CH,Zug,ZG,2425.0,17.0,,23.0,5.0,2020-11-12
CH,Jura,JU,3161.0,57.0,,50.0,8.0,2020-11-12
CH,Basel-Stadt,BS,3608.0,56.0,,96.0,21.0,2020-11-12
CH,Grisons,GR,3649.0,68.0,,52.0,8.0,2020-11-12
CH,Schwyz,SZ,4113.0,69.0,,,,2020-11-12
CH,Solothurn,SO,4214.0,39.0,,-14.0,14.0,2020-11-12
CH,Basel-Landschaft,BL,4259.0,48.0,,64.0,8.0,2020-11-12
CH,Thurgau,TG,4876.0,74.0,,55.0,13.0,2020-11-12
CH,Lucerne,LU,7628.0,58.0,,86.0,,2020-11-12
CH,Neuchâtel,NE,7939.0,158.0,,136.0,19.0,2020-11-12
CH,Ticino,TI,11530.0,416.0,,301.0,28.0,2020-11-12
CH,Aargau,AG,11957.0,116.0,,108.0,24.0,2020-11-12
CH,St. Gallen,SG,12580.0,158.0,,148.0,30.0,2020-11-12
CH,Fribourg,FR,17072.0,238.0,,188.0,23.0,2020-11-12
CH,Valais,VS,19515.0,382.0,,271.0,38.0,2020-11-12
CH,Berne,BE,21298.0,217.0,,353.0,57.0,2020-11-12
CH,Geneva,GE,31827.0,425.0,,487.0,30.0,2020-11-12
CH,Zürich,ZH,32979.0,265.0,,294.0,67.0,2020-11-12
CH,Vaud,VD,40495.0,457.0,,512.0,97.0,2020-11-12
CH,,,250608.0,3398.0,235677.0,3361.0,515.0,2020-11-12
