country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,464.0,8.0,,,,2020-11-12
CH,Uri,UR,628.0,9.0,,5.0,,2020-11-12
CH,Obwalden,OW,633.0,10.0,,14.0,,2020-11-12
CH,Nidwalden,NW,733.0,8.0,,5.0,3.0,2020-11-12
CH,Glarus,GL,737.0,16.0,,15.0,3.0,2020-11-12
CH,Appenzell Ausserrhoden,AR,1129.0,12.0,,19.0,2.0,2020-11-12
CH,Schaffhausen,SH,1185.0,19.0,,16.0,2.0,2020-11-12
CH,Zug,ZG,2425.0,17.0,,23.0,5.0,2020-11-12
CH,Jura,JU,3163.0,13.0,,54.0,7.0,2020-11-12
CH,Basel-Stadt,BS,3608.0,56.0,,96.0,21.0,2020-11-12
CH,Grisons,GR,3649.0,68.0,,52.0,8.0,2020-11-12
CH,Schwyz,SZ,4113.0,69.0,,,,2020-11-12
CH,Solothurn,SO,4214.0,39.0,,-14.0,14.0,2020-11-12
CH,Basel-Landschaft,BL,4452.0,48.0,,63.0,8.0,2020-11-12
CH,Thurgau,TG,4879.0,75.0,,53.0,13.0,2020-11-12
CH,Lucerne,LU,7631.0,58.0,,86.0,,2020-11-12
CH,Neuchâtel,NE,7995.0,159.0,,136.0,19.0,2020-11-12
CH,Ticino,TI,11530.0,416.0,,301.0,28.0,2020-11-12
CH,Aargau,AG,11968.0,116.0,,108.0,24.0,2020-11-12
CH,St. Gallen,SG,12584.0,158.0,,148.0,30.0,2020-11-12
CH,Fribourg,FR,17129.0,237.0,,188.0,23.0,2020-11-12
CH,Valais,VS,19514.0,326.0,,271.0,39.0,2020-11-12
CH,Berne,BE,21913.0,266.0,,348.0,54.0,2020-11-12
CH,Geneva,GE,30817.0,428.0,,560.0,30.0,2020-11-12
CH,Zürich,ZH,32979.0,265.0,,294.0,67.0,2020-11-12
CH,Vaud,VD,40489.0,457.0,,512.0,98.0,2020-11-12
CH,,,250561.0,3353.0,235677.0,3430.0,513.0,2020-11-12
