country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,,,859815.0,11219.0,610456.0,330.0,105.0,2021-11-01
CH,Aargau,AG,,,,,,2021-11-01
CH,Appenzell Innerrhoden,AI,,,,,,2021-11-01
CH,Appenzell Ausserrhoden,AR,,,,,,2021-11-01
CH,Berne,BE,,,,,,2021-11-01
CH,Basel-Landschaft,BL,,,,,,2021-11-01
CH,Basel-Stadt,BS,,,,,,2021-11-01
CH,Fribourg,FR,,,,,,2021-11-01
CH,Geneva,GE,,,,,,2021-11-01
CH,Glarus,GL,,,,,,2021-11-01
CH,Grisons,GR,,,,,,2021-11-01
CH,Jura,JU,,,,,,2021-11-01
CH,Lucerne,LU,,,,,,2021-11-01
CH,Neuchâtel,NE,,,,,,2021-11-01
CH,Nidwalden,NW,,,,,,2021-11-01
CH,Obwalden,OW,,,,,,2021-11-01
CH,St. Gallen,SG,,,,,,2021-11-01
CH,Schaffhausen,SH,,,,,,2021-11-01
CH,Solothurn,SO,,,,,,2021-11-01
CH,Schwyz,SZ,,,,,,2021-11-01
CH,Thurgau,TG,,,,,,2021-11-01
CH,Ticino,TI,,,,,,2021-11-01
CH,Uri,UR,,,,,,2021-11-01
CH,Vaud,VD,,,,,,2021-11-01
CH,Valais,VS,,,,,,2021-11-01
CH,Zug,ZG,,,,,,2021-11-01
CH,Zürich,ZH,,,,,,2021-11-01
