country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,95.0,0.0,,0.0,,2020-08-15
CH,Nidwalden,NW,131.0,3.0,,0.0,0.0,2020-08-15
CH,Jura,JU,257.0,7.0,,1.0,0.0,2020-08-15
CH,Zug,ZG,312.0,9.0,,0.0,0.0,2020-08-15
CH,Schwyz,SZ,436.0,25.0,,,,2020-08-15
CH,Thurgau,TG,524.0,19.0,,2.0,2.0,2020-08-15
CH,Neuchâtel,NE,822.0,84.0,,0.0,0.0,2020-08-15
CH,Grisons,GR,952.0,50.0,,0.0,0.0,2020-08-15
CH,Lucerne,LU,963.0,21.0,,,,2020-08-15
CH,Basel-Landschaft,BL,1012.0,35.0,,0.0,1.0,2020-08-15
CH,St. Gallen,SG,1123.0,,,,,2020-08-15
CH,Basel-Stadt,BS,1135.0,53.0,,8.0,0.0,2020-08-15
CH,Fribourg,FR,1426.0,85.0,,2.0,1.0,2020-08-15
CH,Aargau,AG,1805.0,50.0,,,,2020-08-15
CH,Valais,VS,2193.0,155.0,,10.0,1.0,2020-08-15
CH,Berne,BE,2296.0,98.0,,,,2020-08-15
CH,Zürich,ZH,5087.0,142.0,,20.0,6.0,2020-08-15
CH,Vaud,VD,6348.0,305.0,,14.0,4.0,2020-08-15
CH,Geneva,GE,6521.0,284.0,,12.0,2.0,2020-08-15
CH,,,38069.0,1864.0,61887.0,104.0,28.0,2020-08-15
CH,Appenzell Innerrhoden,AI,,,,,,2020-08-15
CH,Appenzell Ausserrhoden,AR,,,,,,2020-08-15
CH,Glarus,GL,,,,,,2020-08-15
CH,Schaffhausen,SH,,,,,,2020-08-15
CH,Solothurn,SO,,,,,,2020-08-15
CH,Ticino,TI,,,,,,2020-08-15
CH,Uri,UR,,,,,,2020-08-15
