country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1238.0,15.0,,,,2021-07-16
CH,Obwalden,OW,2614.0,39.0,,1.0,,2021-07-16
CH,Nidwalden,NW,2754.0,23.0,,0.0,0.0,2021-07-16
CH,Glarus,GL,2844.0,78.0,,1.0,0.0,2021-07-16
CH,Uri,UR,3267.0,50.0,,0.0,,2021-07-16
CH,Schaffhausen,SH,4840.0,78.0,,1.0,0.0,2021-07-16
CH,Jura,JU,7153.0,106.0,,1.0,0.0,2021-07-16
CH,Zug,ZG,8617.0,121.0,,2.0,0.0,2021-07-16
CH,Schwyz,SZ,12479.0,238.0,,,,2021-07-16
CH,Basel-Stadt,BS,13104.0,205.0,,3.0,3.0,2021-07-16
CH,Grisons,GR,13757.0,192.0,,2.0,0.0,2021-07-16
CH,Neuchâtel,NE,17407.0,404.0,,3.0,0.0,2021-07-16
CH,Solothurn,SO,18048.0,,,,,2021-07-16
CH,Basel-Landschaft,BL,18384.0,219.0,,1.0,0.0,2021-07-16
CH,Thurgau,TG,19069.0,457.0,,4.0,0.0,2021-07-16
CH,Lucerne,LU,29191.0,,,8.0,,2021-07-16
CH,Fribourg,FR,32687.0,491.0,,2.0,0.0,2021-07-16
CH,Ticino,TI,33492.0,995.0,,4.0,1.0,2021-07-16
CH,Valais,VS,38359.0,672.0,,2.0,2.0,2021-07-16
CH,St. Gallen,SG,43168.0,,,,,2021-07-16
CH,Aargau,AG,48139.0,704.0,,2.0,0.0,2021-07-16
CH,Geneva,GE,59427.0,745.0,,4.0,0.0,2021-07-16
CH,Berne,BE,66104.0,1102.0,,,,2021-07-16
CH,Zürich,ZH,113827.0,1419.0,,10.0,9.0,2021-07-16
CH,,,698461.0,10744.0,412970.0,116.0,41.0,2021-07-16
CH,Appenzell Ausserrhoden,AR,,,,,,2021-07-16
CH,Vaud,VD,,,,,,2021-07-16
