country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,3191.0,23.0,,4.0,2.0,2021-09-18
CH,Schaffhausen,SH,6046.0,80.0,,,,2021-09-18
CH,Jura,JU,8110.0,101.0,,2.0,1.0,2021-09-18
CH,Zug,ZG,10136.0,128.0,,6.0,5.0,2021-09-18
CH,Schwyz,SZ,14856.0,242.0,,,,2021-09-18
CH,Basel-Stadt,BS,15946.0,212.0,,15.0,15.0,2021-09-18
CH,Grisons,GR,16212.0,196.0,,11.0,5.0,2021-09-18
CH,Neuchâtel,NE,19519.0,407.0,,6.0,2.0,2021-09-18
CH,Basel-Landschaft,BL,22384.0,226.0,,12.0,2.0,2021-09-18
CH,Thurgau,TG,24238.0,474.0,,29.0,19.0,2021-09-18
CH,Lucerne,LU,35327.0,,,,,2021-09-18
CH,Fribourg,FR,36018.0,497.0,,8.0,4.0,2021-09-18
CH,Valais,VS,42101.0,675.0,,9.0,7.0,2021-09-18
CH,St. Gallen,SG,52321.0,,,,,2021-09-18
CH,Aargau,AG,58177.0,721.0,,,,2021-09-18
CH,Geneva,GE,66300.0,750.0,,32.0,13.0,2021-09-18
CH,Berne,BE,78311.0,1152.0,,,,2021-09-18
CH,Zürich,ZH,136077.0,1469.0,,102.0,63.0,2021-09-18
CH,,,812897.0,10968.0,531835.0,568.0,271.0,2021-09-18
CH,Appenzell Innerrhoden,AI,,,,,,2021-09-18
CH,Appenzell Ausserrhoden,AR,,,,,,2021-09-18
CH,Glarus,GL,,,,-1.0,1.0,2021-09-18
CH,Obwalden,OW,,,,,,2021-09-18
CH,Solothurn,SO,,,,,,2021-09-18
CH,Ticino,TI,,,,,,2021-09-18
CH,Uri,UR,,,,,,2021-09-18
CH,Vaud,VD,,,,,,2021-09-18
