country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Jura,JU,31425.0,244.0,,5.0,0.0,2022-05-14
CH,Schaffhausen,SH,32292.0,130.0,,,,2022-05-14
CH,Zug,ZG,50481.0,170.0,,3.0,0.0,2022-05-14
CH,Neuchâtel,NE,76832.0,469.0,,7.0,0.0,2022-05-14
CH,Basel-Stadt,BS,83464.0,287.0,,25.0,0.0,2022-05-14
CH,Thurgau,TG,120362.0,687.0,,10.0,2.0,2022-05-14
CH,Basel-Landschaft,BL,126243.0,296.0,,11.0,0.0,2022-05-14
CH,Fribourg,FR,143342.0,575.0,,21.0,1.0,2022-05-14
CH,Valais,VS,150556.0,817.0,,33.0,2.0,2022-05-14
CH,Lucerne,LU,179757.0,,,,,2022-05-14
CH,Geneva,GE,212719.0,,,258.0,2.0,2022-05-14
CH,St. Gallen,SG,213375.0,,,12.0,1.0,2022-05-14
CH,Zürich,ZH,634055.0,1799.0,,49.0,11.0,2022-05-14
CH,,,3471801.0,13760.0,1020797.0,1055.0,69.0,2022-05-14
CH,Aargau,AG,,,,,,2022-05-14
CH,Appenzell Innerrhoden,AI,,,,,,2022-05-14
CH,Appenzell Ausserrhoden,AR,,,,,,2022-05-14
CH,Berne,BE,,,,,,2022-05-14
CH,Glarus,GL,,,,,,2022-05-14
CH,Grisons,GR,,,,,,2022-05-14
CH,Nidwalden,NW,,,,,,2022-05-14
CH,Obwalden,OW,,,,,,2022-05-14
CH,Solothurn,SO,,,,,,2022-05-14
CH,Schwyz,SZ,,,,,,2022-05-14
CH,Ticino,TI,,,,,,2022-05-14
CH,Uri,UR,,,,,,2022-05-14
CH,Vaud,VD,,,,,,2022-05-14
