country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,7574.0,32.0,,3.0,3.0,2022-01-08
CH,Schaffhausen,SH,12191.0,102.0,,,,2022-01-08
CH,Jura,JU,16192.0,160.0,,38.0,2.0,2022-01-08
CH,Zug,ZG,19730.0,151.0,,9.0,3.0,2022-01-08
CH,Basel-Stadt,BS,29065.0,255.0,,74.0,16.0,2022-01-08
CH,Schwyz,SZ,31201.0,333.0,,,,2022-01-08
CH,Neuchâtel,NE,32486.0,431.0,,63.0,7.0,2022-01-08
CH,Grisons,GR,38886.0,234.0,,22.0,10.0,2022-01-08
CH,Basel-Landschaft,BL,43580.0,262.0,,40.0,6.0,2022-01-08
CH,Thurgau,TG,50930.0,576.0,,28.0,12.0,2022-01-08
CH,Fribourg,FR,63724.0,529.0,,45.0,10.0,2022-01-08
CH,Ticino,TI,63770.0,1061.0,,141.0,15.0,2022-01-08
CH,Lucerne,LU,67484.0,,,,,2022-01-08
CH,Valais,VS,76810.0,732.0,,98.0,12.0,2022-01-08
CH,St. Gallen,SG,98520.0,,,,,2022-01-08
CH,Aargau,AG,102511.0,866.0,,,,2022-01-08
CH,Geneva,GE,113082.0,803.0,,393.0,15.0,2022-01-08
CH,Berne,BE,152664.0,1381.0,,,,2022-01-08
CH,Zürich,ZH,243489.0,1635.0,,149.0,52.0,2022-01-08
CH,,,1476492.0,12393.0,771171.0,1787.0,308.0,2022-01-08
CH,Appenzell Innerrhoden,AI,,,,,,2022-01-08
CH,Appenzell Ausserrhoden,AR,,,,,,2022-01-08
CH,Glarus,GL,,,,,,2022-01-08
CH,Obwalden,OW,,,,,,2022-01-08
CH,Solothurn,SO,,,,,,2022-01-08
CH,Uri,UR,,,,,,2022-01-08
CH,Vaud,VD,,,,,,2022-01-08
