country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,535.0,13.0,,,,2020-11-30
CH,Uri,UR,927.0,16.0,,10.0,,2020-11-30
CH,Nidwalden,NW,934.0,10.0,,6.0,3.0,2020-11-30
CH,Glarus,GL,949.0,20.0,,6.0,2.0,2020-11-30
CH,Obwalden,OW,1003.0,20.0,,9.0,,2020-11-30
CH,Appenzell Ausserrhoden,AR,1617.0,29.0,,14.0,2.0,2020-11-30
CH,Schaffhausen,SH,1880.0,35.0,,21.0,2.0,2020-11-30
CH,Zug,ZG,3356.0,32.0,,19.0,5.0,2020-11-30
CH,Jura,JU,3750.0,44.0,,19.0,4.0,2020-11-30
CH,Schwyz,SZ,5093.0,94.0,,,,2020-11-30
CH,Grisons,GR,5210.0,100.0,,33.0,9.0,2020-11-30
CH,Basel-Stadt,BS,5424.0,77.0,,123.0,22.0,2020-11-30
CH,Solothurn,SO,6233.0,77.0,,56.0,14.0,2020-11-30
CH,Basel-Landschaft,BL,6815.0,73.0,,59.0,8.0,2020-11-30
CH,Thurgau,TG,6910.0,115.0,,52.0,19.0,2020-11-30
CH,Neuchâtel,NE,9833.0,234.0,,116.0,11.0,2020-11-30
CH,Lucerne,LU,10571.0,109.0,,108.0,,2020-11-30
CH,Ticino,TI,15795.0,542.0,,309.0,43.0,2020-11-30
CH,Aargau,AG,17353.0,205.0,,160.0,28.0,2020-11-30
CH,St. Gallen,SG,17832.0,261.0,,132.0,29.0,2020-11-30
CH,Fribourg,FR,20595.0,344.0,,106.0,20.0,2020-11-30
CH,Valais,VS,22636.0,452.0,,152.0,28.0,2020-11-30
CH,Berne,BE,29186.0,445.0,,277.0,54.0,2020-11-30
CH,Geneva,GE,35272.0,580.0,,284.0,18.0,2020-11-30
CH,Zürich,ZH,44733.0,442.0,,326.0,84.0,2020-11-30
CH,Vaud,VD,48778.0,646.0,,437.0,88.0,2020-11-30
CH,,,323220.0,5015.0,237165.0,2849.0,508.0,2020-11-30
