country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,90.0,0.0,,0.0,,2020-07-26
CH,Nidwalden,NW,128.0,3.0,,0.0,0.0,2020-07-26
CH,Jura,JU,254.0,7.0,,2.0,0.0,2020-07-26
CH,Zug,ZG,271.0,9.0,,1.0,0.0,2020-07-26
CH,Schwyz,SZ,386.0,25.0,,,,2020-07-26
CH,Thurgau,TG,453.0,19.0,,1.0,0.0,2020-07-26
CH,Neuchâtel,NE,773.0,83.0,,2.0,0.0,2020-07-26
CH,Grisons,GR,909.0,50.0,,1.0,0.0,2020-07-26
CH,Basel-Landschaft,BL,951.0,35.0,,1.0,0.0,2020-07-26
CH,St. Gallen,SG,971.0,,,,,2020-07-26
CH,Basel-Stadt,BS,1036.0,52.0,,1.0,2.0,2020-07-26
CH,Fribourg,FR,1326.0,85.0,,0.0,1.0,2020-07-26
CH,Aargau,AG,1534.0,48.0,,,,2020-07-26
CH,Berne,BE,2072.0,97.0,,,,2020-07-26
CH,Valais,VS,2081.0,154.0,,9.0,1.0,2020-07-26
CH,Zürich,ZH,4363.0,139.0,,20.0,4.0,2020-07-26
CH,Geneva,GE,5738.0,282.0,54379.0,3.0,1.0,2020-07-26
CH,Vaud,VD,5902.0,302.0,,14.0,5.0,2020-07-26
CH,,,34478.0,1849.0,55021.0,94.0,25.0,2020-07-26
CH,Appenzell Innerrhoden,AI,,,,,,2020-07-26
CH,Appenzell Ausserrhoden,AR,,,,,,2020-07-26
CH,Glarus,GL,,,,,,2020-07-26
CH,Lucerne,LU,,20.0,,3.0,3.0,2020-07-26
CH,Schaffhausen,SH,,,,,,2020-07-26
CH,Solothurn,SO,,,,,,2020-07-26
CH,Ticino,TI,,,,,,2020-07-26
CH,Uri,UR,,,,,,2020-07-26
