country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,83.0,0.0,,0.0,,2020-06-29
CH,Schaffhausen,SH,83.0,7.0,,3.0,0.0,2020-06-29
CH,Uri,UR,95.0,7.0,,0.0,,2020-06-29
CH,Appenzell Ausserrhoden,AR,102.0,3.0,,3.0,0.0,2020-06-29
CH,Nidwalden,NW,124.0,3.0,,0.0,0.0,2020-06-29
CH,Glarus,GL,129.0,13.0,,0.0,,2020-06-29
CH,Jura,JU,211.0,7.0,,1.0,0.0,2020-06-29
CH,Zug,ZG,223.0,9.0,,0.0,0.0,2020-06-29
CH,Schwyz,SZ,328.0,23.0,,,,2020-06-29
CH,Thurgau,TG,393.0,18.0,,2.0,0.0,2020-06-29
CH,Solothurn,SO,456.0,17.0,,,,2020-06-29
CH,Lucerne,LU,739.0,20.0,,5.0,1.0,2020-06-29
CH,Neuchâtel,NE,747.0,83.0,,2.0,0.0,2020-06-29
CH,Grisons,GR,835.0,50.0,,0.0,0.0,2020-06-29
CH,St. Gallen,SG,837.0,38.0,,,,2020-06-29
CH,Basel-Landschaft,BL,896.0,35.0,,0.0,0.0,2020-06-29
CH,Basel-Stadt,BS,985.0,50.0,,0.0,1.0,2020-06-29
CH,Fribourg,FR,1227.0,85.0,,4.0,0.0,2020-06-29
CH,Aargau,AG,1278.0,48.0,,1.0,1.0,2020-06-29
CH,Berne,BE,1935.0,97.0,,2.0,0.0,2020-06-29
CH,Valais,VS,2014.0,154.0,,7.0,2.0,2020-06-29
CH,Ticino,TI,3328.0,350.0,,4.0,0.0,2020-06-29
CH,Zürich,ZH,3757.0,134.0,,3.0,7.0,2020-06-29
CH,Geneva,GE,5399.0,282.0,,0.0,1.0,2020-06-29
CH,Vaud,VD,5573.0,302.0,,14.0,4.0,2020-06-29
CH,,,31802.0,1835.0,37875.0,68.0,20.0,2020-06-29
CH,Appenzell Innerrhoden,AI,,,,,,2020-06-29
