country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Uri,UR,1307.0,32.0,,7.0,,2020-12-26
CH,Obwalden,OW,1324.0,30.0,,8.0,,2020-12-26
CH,Nidwalden,NW,1345.0,12.0,,4.0,1.0,2020-12-26
CH,Schaffhausen,SH,2873.0,51.0,,,,2020-12-26
CH,Jura,JU,4322.0,86.0,,29.0,1.0,2020-12-26
CH,Zug,ZG,4650.0,65.0,,11.0,4.0,2020-12-26
CH,Schwyz,SZ,7397.0,133.0,,,,2020-12-26
CH,Grisons,GR,7756.0,134.0,,34.0,8.0,2020-12-26
CH,Basel-Stadt,BS,7779.0,136.0,,118.0,22.0,2020-12-26
CH,Basel-Landschaft,BL,10504.0,152.0,,60.0,9.0,2020-12-26
CH,Thurgau,TG,11330.0,242.0,,63.0,17.0,2020-12-26
CH,Neuchâtel,NE,11350.0,315.0,,34.0,5.0,2020-12-26
CH,Lucerne,LU,15929.0,222.0,,,,2020-12-26
CH,Ticino,TI,22184.0,735.0,,310.0,39.0,2020-12-26
CH,Fribourg,FR,23000.0,400.0,,45.0,10.0,2020-12-26
CH,Valais,VS,25158.0,510.0,,48.0,15.0,2020-12-26
CH,St. Gallen,SG,26256.0,,,146.0,27.0,2020-12-26
CH,Aargau,AG,27140.0,432.0,,,,2020-12-26
CH,Geneva,GE,37109.0,649.0,,129.0,12.0,2020-12-26
CH,Berne,BE,41058.0,686.0,,224.0,46.0,2020-12-26
CH,Vaud,VD,55443.0,796.0,,242.0,45.0,2020-12-26
CH,Zürich,ZH,65749.0,860.0,,374.0,106.0,2020-12-26
CH,,,425467.0,7417.0,275645.0,2211.0,440.0,2020-12-26
CH,Appenzell Innerrhoden,AI,,,,,,2020-12-26
CH,Appenzell Ausserrhoden,AR,,,,,,2020-12-26
CH,Glarus,GL,,,,-3.0,3.0,2020-12-26
CH,Solothurn,SO,,,,,,2020-12-26
