country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,24.0,0.0,,,,2020-04-09
CH,Schaffhausen,SH,52.0,1.0,,17.0,2.0,2020-04-09
CH,Obwalden,OW,62.0,0.0,,1.0,,2020-04-09
CH,Glarus,GL,67.0,2.0,,2.0,,2020-04-09
CH,Uri,UR,72.0,4.0,,4.0,,2020-04-09
CH,Appenzell Ausserrhoden,AR,74.0,3.0,,,,2020-04-09
CH,Nidwalden,NW,96.0,,,9.0,1.0,2020-04-09
CH,Zug,ZG,165.0,3.0,,13.0,9.0,2020-04-09
CH,Jura,JU,179.0,1.0,,28.0,5.0,2020-04-09
CH,Schwyz,SZ,213.0,9.0,,,,2020-04-09
CH,Thurgau,TG,256.0,8.0,,24.0,12.0,2020-04-09
CH,Solothurn,SO,282.0,5.0,,23.0,,2020-04-09
CH,Lucerne,LU,542.0,9.0,,62.0,6.0,2020-04-09
CH,Neuchâtel,NE,545.0,44.0,,58.0,10.0,2020-04-09
CH,St. Gallen,SG,604.0,16.0,,52.0,13.0,2020-04-09
CH,Basel-Landschaft,BL,711.0,21.0,,62.0,18.0,2020-04-09
CH,Grisons,GR,719.0,36.0,,39.0,,2020-04-09
CH,Fribourg,FR,786.0,46.0,,80.0,20.0,2020-04-09
CH,Aargau,AG,822.0,17.0,,87.0,22.0,2020-04-09
CH,Basel-Stadt,BS,841.0,33.0,,93.0,13.0,2020-04-09
CH,Berne,BE,1335.0,38.0,,117.0,36.0,2020-04-09
CH,Valais,VS,1598.0,77.0,,119.0,24.0,2020-04-09
CH,Ticino,TI,2714.0,219.0,,301.0,72.0,2020-04-09
CH,Zürich,ZH,2886.0,66.0,,165.0,,2020-04-09
CH,Geneva,GE,4338.0,159.0,18301.0,393.0,47.0,2020-04-09
CH,Vaud,VD,4685.0,232.0,,308.0,63.0,2020-04-09
CH,,,24668.0,1049.0,18943.0,2065.0,373.0,2020-04-09
