country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1105.0,15.0,,3.0,,2021-05-21
CH,Obwalden,OW,2408.0,39.0,,2.0,,2021-05-21
CH,Nidwalden,NW,2629.0,23.0,,1.0,1.0,2021-05-21
CH,Glarus,GL,2715.0,75.0,,1.0,1.0,2021-05-21
CH,Uri,UR,3191.0,49.0,,7.0,,2021-05-21
CH,Schaffhausen,SH,4583.0,76.0,,5.0,4.0,2021-05-21
CH,Jura,JU,6816.0,106.0,,4.0,1.0,2021-05-21
CH,Zug,ZG,8282.0,121.0,,4.0,2.0,2021-05-21
CH,Schwyz,SZ,11711.0,228.0,,,,2021-05-21
CH,Basel-Stadt,BS,12671.0,202.0,,12.0,4.0,2021-05-21
CH,Grisons,GR,13283.0,190.0,,6.0,3.0,2021-05-21
CH,Neuchâtel,NE,17190.0,403.0,,11.0,3.0,2021-05-21
CH,Solothurn,SO,17607.0,271.0,,11.0,3.0,2021-05-21
CH,Basel-Landschaft,BL,17926.0,218.0,,8.0,2.0,2021-05-21
CH,Thurgau,TG,18538.0,450.0,,12.0,8.0,2021-05-21
CH,Lucerne,LU,28111.0,330.0,,42.0,,2021-05-21
CH,Fribourg,FR,31819.0,485.0,,9.0,4.0,2021-05-21
CH,Ticino,TI,32930.0,993.0,,23.0,2.0,2021-05-21
CH,Valais,VS,37517.0,668.0,,22.0,6.0,2021-05-21
CH,St. Gallen,SG,41502.0,,,,,2021-05-21
CH,Aargau,AG,47016.0,700.0,,38.0,8.0,2021-05-21
CH,Geneva,GE,55985.0,744.0,,38.0,5.0,2021-05-21
CH,Berne,BE,64340.0,1087.0,,,,2021-05-21
CH,Vaud,VD,82803.0,1010.0,,56.0,17.0,2021-05-21
CH,Zürich,ZH,110483.0,1398.0,,79.0,40.0,2021-05-21
CH,,,676028.0,10640.0,401331.0,497.0,168.0,2021-05-21
CH,Appenzell Ausserrhoden,AR,,,,,,2021-05-21
