country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,16727.0,61.0,,0.0,,2022-04-07
CH,Nidwalden,NW,18172.0,36.0,,4.0,1.0,2022-04-07
CH,Schaffhausen,SH,31274.0,125.0,,7.0,2.0,2022-04-07
CH,Zug,ZG,48719.0,167.0,,14.0,0.0,2022-04-07
CH,Neuchâtel,NE,74676.0,459.0,,21.0,0.0,2022-04-07
CH,Basel-Stadt,BS,79839.0,281.0,,94.0,10.0,2022-04-07
CH,Solothurn,SO,112389.0,361.0,,22.0,3.0,2022-04-07
CH,Thurgau,TG,117354.0,653.0,,43.0,1.0,2022-04-07
CH,Basel-Landschaft,BL,122061.0,292.0,,29.0,1.0,2022-04-07
CH,Fribourg,FR,140081.0,565.0,,53.0,3.0,2022-04-07
CH,Ticino,TI,142511.0,1164.0,,107.0,3.0,2022-04-07
CH,Valais,VS,147561.0,813.0,,81.0,3.0,2022-04-07
CH,Lucerne,LU,176609.0,,,43.0,,2022-04-07
CH,St. Gallen,SG,209149.0,856.0,,34.0,6.0,2022-04-07
CH,Zürich,ZH,609440.0,1775.0,,218.0,28.0,2022-04-07
CH,,,3390564.0,13590.0,1020797.0,1895.0,119.0,2022-04-07
CH,Aargau,AG,,,,,,2022-04-07
CH,Appenzell Innerrhoden,AI,,,,,,2022-04-07
CH,Appenzell Ausserrhoden,AR,,,,,,2022-04-07
CH,Berne,BE,,,,,,2022-04-07
CH,Geneva,GE,,,,,,2022-04-07
CH,Glarus,GL,,,,,,2022-04-07
CH,Grisons,GR,,,,,,2022-04-07
CH,Jura,JU,,,,,,2022-04-07
CH,Schwyz,SZ,,,,,,2022-04-07
CH,Uri,UR,,,,,,2022-04-07
CH,Vaud,VD,,,,,,2022-04-07
