country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,5434.0,24.0,,,,2022-02-25
CH,Uri,UR,12129.0,65.0,,4.0,,2022-02-25
CH,Obwalden,OW,13558.0,60.0,,3.0,,2022-02-25
CH,Nidwalden,NW,14376.0,35.0,,3.0,0.0,2022-02-25
CH,Schaffhausen,SH,21749.0,109.0,,,,2022-02-25
CH,Jura,JU,26943.0,183.0,,10.0,0.0,2022-02-25
CH,Zug,ZG,36642.0,157.0,,6.0,4.0,2022-02-25
CH,Schwyz,SZ,53847.0,355.0,,,,2022-02-25
CH,Basel-Stadt,BS,56422.0,271.0,,79.0,8.0,2022-02-25
CH,Neuchâtel,NE,65377.0,453.0,,46.0,5.0,2022-02-25
CH,Grisons,GR,70359.0,248.0,,25.0,3.0,2022-02-25
CH,Solothurn,SO,79082.0,338.0,,27.0,1.0,2022-02-25
CH,Basel-Landschaft,BL,86593.0,276.0,,38.0,1.0,2022-02-25
CH,Thurgau,TG,88855.0,616.0,,20.0,5.0,2022-02-25
CH,Ticino,TI,111313.0,1121.0,,59.0,7.0,2022-02-25
CH,Fribourg,FR,121111.0,546.0,,77.0,4.0,2022-02-25
CH,Valais,VS,130346.0,796.0,,110.0,9.0,2022-02-25
CH,Lucerne,LU,133448.0,,,51.0,,2022-02-25
CH,St. Gallen,SG,163613.0,,,34.0,7.0,2022-02-25
CH,Geneva,GE,184157.0,894.0,,495.0,2.0,2022-02-25
CH,Aargau,AG,191169.0,921.0,,78.0,8.0,2022-02-25
CH,Berne,BE,299460.0,1469.0,,231.0,15.0,2022-02-25
CH,Zürich,ZH,449396.0,1710.0,,167.0,41.0,2022-02-25
CH,,,2722698.0,13100.0,929004.0,1951.0,159.0,2022-02-25
CH,Appenzell Ausserrhoden,AR,,,,,,2022-02-25
CH,Glarus,GL,,,,,,2022-02-25
CH,Vaud,VD,,,,,,2022-02-25
