country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,33.0,0.0,,,,2020-09-22
CH,Obwalden,OW,116.0,0.0,,0.0,,2020-09-22
CH,Uri,UR,141.0,7.0,,0.0,,2020-09-22
CH,Nidwalden,NW,142.0,3.0,,0.0,1.0,2020-09-22
CH,Glarus,GL,174.0,13.0,,0.0,0.0,2020-09-22
CH,Schaffhausen,SH,186.0,8.0,,0.0,0.0,2020-09-22
CH,Jura,JU,298.0,0.0,,6.0,0.0,2020-09-22
CH,Zug,ZG,417.0,9.0,,1.0,0.0,2020-09-22
CH,Schwyz,SZ,551.0,25.0,,,,2020-09-22
CH,Thurgau,TG,693.0,20.0,,1.0,2.0,2020-09-22
CH,Solothurn,SO,816.0,18.0,,5.0,,2020-09-22
CH,Neuchâtel,NE,1047.0,87.0,,0.0,2.0,2020-09-22
CH,Grisons,GR,1067.0,50.0,,3.0,0.0,2020-09-22
CH,Basel-Landschaft,BL,1165.0,36.0,,3.0,0.0,2020-09-22
CH,Lucerne,LU,1171.0,23.0,,7.0,0.0,2020-09-22
CH,Basel-Stadt,BS,1296.0,54.0,,1.0,0.0,2020-09-22
CH,St. Gallen,SG,1583.0,41.0,,3.0,5.0,2020-09-22
CH,Fribourg,FR,2328.0,101.0,,6.0,3.0,2020-09-22
CH,Aargau,AG,2545.0,54.0,,9.0,2.0,2020-09-22
CH,Valais,VS,2591.0,140.0,,24.0,0.0,2020-09-22
CH,Berne,BE,3276.0,96.0,,18.0,3.0,2020-09-22
CH,Ticino,TI,3621.0,350.0,,2.0,0.0,2020-09-22
CH,Zürich,ZH,7481.0,148.0,,18.0,8.0,2020-09-22
CH,Geneva,GE,7889.0,294.0,,27.0,2.0,2020-09-22
CH,Vaud,VD,9898.0,314.0,,51.0,7.0,2020-09-22
CH,,,50686.0,1894.0,72603.0,190.0,35.0,2020-09-22
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-22
