country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Basel-Stadt,BS,0.0,0.0,,40.0,0.0,2022-06-18
CH,Schaffhausen,SH,32984.0,133.0,,,,2022-06-18
CH,Neuchâtel,NE,78076.0,469.0,,15.0,0.0,2022-06-18
CH,Thurgau,TG,121914.0,691.0,,12.0,2.0,2022-06-18
CH,Basel-Landschaft,BL,128580.0,299.0,,15.0,1.0,2022-06-18
CH,Fribourg,FR,144880.0,577.0,,17.0,1.0,2022-06-18
CH,Lucerne,LU,182041.0,,,,,2022-06-18
CH,St. Gallen,SG,215570.0,,,3.0,3.0,2022-06-18
CH,Geneva,GE,216970.0,,,45.0,0.0,2022-06-18
CH,,,3422010.0,13498.0,1020797.0,759.0,62.0,2022-06-18
CH,Aargau,AG,,,,,,2022-06-18
CH,Appenzell Innerrhoden,AI,,,,,,2022-06-18
CH,Appenzell Ausserrhoden,AR,,,,,,2022-06-18
CH,Berne,BE,,,,,,2022-06-18
CH,Glarus,GL,,,,,,2022-06-18
CH,Grisons,GR,,,,,,2022-06-18
CH,Jura,JU,,,,,,2022-06-18
CH,Nidwalden,NW,,,,,,2022-06-18
CH,Obwalden,OW,,,,,,2022-06-18
CH,Solothurn,SO,,,,,,2022-06-18
CH,Schwyz,SZ,,,,,,2022-06-18
CH,Ticino,TI,,,,,,2022-06-18
CH,Uri,UR,,,,,,2022-06-18
CH,Vaud,VD,,,,,,2022-06-18
CH,Valais,VS,,,,,,2022-06-18
CH,Zug,ZG,,,,,,2022-06-18
CH,Zürich,ZH,,,,,,2022-06-18
