country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,3876.0,23.0,,,,2022-01-21
CH,Uri,UR,8244.0,60.0,,2.0,,2022-01-21
CH,Glarus,GL,8441.0,101.0,,6.0,,2022-01-21
CH,Obwalden,OW,8882.0,55.0,,2.0,,2022-01-21
CH,Nidwalden,NW,9140.0,33.0,,4.0,1.0,2022-01-21
CH,Schaffhausen,SH,14824.0,105.0,,,,2022-01-21
CH,Jura,JU,19821.0,170.0,,26.0,1.0,2022-01-21
CH,Zug,ZG,24981.0,153.0,,15.0,1.0,2022-01-21
CH,Basel-Stadt,BS,36300.0,259.0,,65.0,16.0,2022-01-21
CH,Schwyz,SZ,36595.0,341.0,,,,2022-01-21
CH,Neuchâtel,NE,43669.0,434.0,,,,2022-01-21
CH,Solothurn,SO,48828.0,321.0,,19.0,10.0,2022-01-21
CH,Grisons,GR,49273.0,241.0,,37.0,6.0,2022-01-21
CH,Thurgau,TG,61382.0,587.0,,28.0,11.0,2022-01-21
CH,Ticino,TI,82018.0,1085.0,,143.0,15.0,2022-01-21
CH,Fribourg,FR,82432.0,535.0,,70.0,6.0,2022-01-21
CH,Lucerne,LU,85318.0,431.0,,40.0,,2022-01-21
CH,St. Gallen,SG,115901.0,,,,,2022-01-21
CH,Aargau,AG,125430.0,878.0,,77.0,16.0,2022-01-21
CH,Geneva,GE,143587.0,810.0,,485.0,13.0,2022-01-21
CH,Berne,BE,186564.0,1400.0,,145.0,19.0,2022-01-21
CH,Zürich,ZH,302623.0,1653.0,,169.0,54.0,2022-01-21
CH,,,1841808.0,12569.0,814984.0,1988.0,251.0,2022-01-21
CH,Appenzell Ausserrhoden,AR,,,,,,2022-01-21
CH,Basel-Landschaft,BL,,,,34.0,5.0,2022-01-21
CH,Vaud,VD,,,,,,2022-01-21
CH,Valais,VS,,,,,,2022-01-21
