country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,686.0,15.0,,0.0,,2020-12-29
CH,Uri,UR,1338.0,32.0,,9.0,,2020-12-29
CH,Obwalden,OW,1360.0,30.0,,5.0,,2020-12-29
CH,Nidwalden,NW,1398.0,12.0,,5.0,2.0,2020-12-29
CH,Glarus,GL,1537.0,35.0,,19.0,3.0,2020-12-29
CH,Schaffhausen,SH,2960.0,52.0,,20.0,2.0,2020-12-29
CH,Jura,JU,4413.0,70.0,,33.0,1.0,2020-12-29
CH,Zug,ZG,4764.0,66.0,,11.0,4.0,2020-12-29
CH,Schwyz,SZ,7480.0,135.0,,,,2020-12-29
CH,Basel-Stadt,BS,7990.0,144.0,,119.0,22.0,2020-12-29
CH,Grisons,GR,7993.0,137.0,,45.0,7.0,2020-12-29
CH,Solothurn,SO,10380.0,198.0,,56.0,15.0,2020-12-29
CH,Basel-Landschaft,BL,10864.0,166.0,,68.0,8.0,2020-12-29
CH,Neuchâtel,NE,11472.0,322.0,,37.0,4.0,2020-12-29
CH,Thurgau,TG,11765.0,254.0,,67.0,15.0,2020-12-29
CH,Lucerne,LU,16459.0,228.0,,129.0,,2020-12-29
CH,Ticino,TI,22786.0,759.0,,333.0,43.0,2020-12-29
CH,Fribourg,FR,23262.0,407.0,,42.0,10.0,2020-12-29
CH,Valais,VS,25484.0,514.0,,54.0,12.0,2020-12-29
CH,St. Gallen,SG,27214.0,502.0,,154.0,27.0,2020-12-29
CH,Aargau,AG,28062.0,453.0,,158.0,38.0,2020-12-29
CH,Geneva,GE,40552.0,658.0,,119.0,11.0,2020-12-29
CH,Berne,BE,42348.0,725.0,,254.0,47.0,2020-12-29
CH,Vaud,VD,56311.0,804.0,,254.0,48.0,2020-12-29
CH,Zürich,ZH,67700.0,913.0,,409.0,105.0,2020-12-29
CH,,,438918.0,7669.0,277767.0,2419.0,440.0,2020-12-29
CH,Appenzell Ausserrhoden,AR,,,,,,2020-12-29
