country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1131.0,15.0,,3.0,,2021-05-26
CH,Obwalden,OW,2447.0,39.0,,3.0,,2021-05-26
CH,Nidwalden,NW,2668.0,23.0,,1.0,1.0,2021-05-26
CH,Glarus,GL,2732.0,76.0,,0.0,1.0,2021-05-26
CH,Uri,UR,3211.0,49.0,,7.0,,2021-05-26
CH,Schaffhausen,SH,4658.0,77.0,,3.0,4.0,2021-05-26
CH,Jura,JU,6898.0,118.0,,5.0,1.0,2021-05-26
CH,Zug,ZG,8319.0,121.0,,4.0,2.0,2021-05-26
CH,Schwyz,SZ,11818.0,231.0,,,,2021-05-26
CH,Basel-Stadt,BS,12743.0,203.0,,11.0,3.0,2021-05-26
CH,Grisons,GR,13346.0,190.0,,2.0,3.0,2021-05-26
CH,Neuchâtel,NE,17147.0,403.0,,11.0,2.0,2021-05-26
CH,Solothurn,SO,17686.0,271.0,,-1.0,1.0,2021-05-26
CH,Basel-Landschaft,BL,18001.0,218.0,,9.0,1.0,2021-05-26
CH,Thurgau,TG,18644.0,451.0,,13.0,7.0,2021-05-26
CH,Lucerne,LU,28300.0,332.0,,41.0,,2021-05-26
CH,Fribourg,FR,31975.0,485.0,,8.0,4.0,2021-05-26
CH,Ticino,TI,33000.0,994.0,,19.0,0.0,2021-05-26
CH,Valais,VS,37663.0,669.0,,19.0,4.0,2021-05-26
CH,St. Gallen,SG,41836.0,709.0,,38.0,8.0,2021-05-26
CH,Aargau,AG,47248.0,700.0,,31.0,6.0,2021-05-26
CH,Geneva,GE,58205.0,745.0,,30.0,4.0,2021-05-26
CH,Berne,BE,64750.0,1090.0,,40.0,21.0,2021-05-26
CH,Vaud,VD,83287.0,1012.0,,59.0,16.0,2021-05-26
CH,Zürich,ZH,111017.0,1402.0,,61.0,44.0,2021-05-26
CH,,,681597.0,10673.0,407908.0,454.0,149.0,2021-05-26
CH,Appenzell Ausserrhoden,AR,,,,,,2021-05-26
