country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,3075.0,22.0,,,,2021-12-27
CH,Uri,UR,6168.0,59.0,,3.0,,2021-12-27
CH,Glarus,GL,6376.0,98.0,,6.0,,2021-12-27
CH,Nidwalden,NW,6485.0,31.0,,6.0,3.0,2021-12-27
CH,Obwalden,OW,6837.0,54.0,,8.0,,2021-12-27
CH,Schaffhausen,SH,10399.0,101.0,,20.0,4.0,2021-12-27
CH,Jura,JU,12186.0,137.0,,36.0,3.0,2021-12-27
CH,Zug,ZG,16790.0,150.0,,13.0,4.0,2021-12-27
CH,Basel-Stadt,BS,25053.0,248.0,,66.0,17.0,2021-12-27
CH,Neuchâtel,NE,26206.0,417.0,,46.0,8.0,2021-12-27
CH,Schwyz,SZ,27987.0,316.0,,,,2021-12-27
CH,Grisons,GR,29009.0,224.0,,29.0,11.0,2021-12-27
CH,Solothurn,SO,33865.0,309.0,,27.0,15.0,2021-12-27
CH,Basel-Landschaft,BL,37380.0,259.0,,41.0,8.0,2021-12-27
CH,Thurgau,TG,45431.0,554.0,,35.0,17.0,2021-12-27
CH,Ticino,TI,46617.0,1042.0,,95.0,12.0,2021-12-27
CH,Lucerne,LU,58071.0,,,54.0,,2021-12-27
CH,St. Gallen,SG,88687.0,804.0,,76.0,19.0,2021-12-27
CH,Aargau,AG,88842.0,849.0,,79.0,26.0,2021-12-27
CH,Geneva,GE,93189.0,792.0,,161.0,20.0,2021-12-27
CH,Berne,BE,129606.0,1335.0,,195.0,38.0,2021-12-27
CH,Zürich,ZH,206690.0,1613.0,,150.0,60.0,2021-12-27
CH,,,1238251.0,12130.0,731348.0,1509.0,333.0,2021-12-27
CH,Appenzell Ausserrhoden,AR,,,,,,2021-12-27
CH,Fribourg,FR,,,,,,2021-12-27
CH,Vaud,VD,,,,,,2021-12-27
CH,Valais,VS,,,,,,2021-12-27
