country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,57.0,1.0,,16.0,2.0,2020-04-12
CH,Uri,UR,77.0,4.0,,5.0,,2020-04-12
CH,Glarus,GL,91.0,2.0,,2.0,,2020-04-12
CH,Nidwalden,NW,104.0,1.0,,7.0,2.0,2020-04-12
CH,Zug,ZG,168.0,5.0,,13.0,9.0,2020-04-12
CH,Jura,JU,183.0,3.0,,22.0,5.0,2020-04-12
CH,Schwyz,SZ,251.0,11.0,,,,2020-04-12
CH,Thurgau,TG,286.0,8.0,,29.0,14.0,2020-04-12
CH,Solothurn,SO,315.0,7.0,,23.0,,2020-04-12
CH,Lucerne,LU,576.0,10.0,,60.0,5.0,2020-04-12
CH,Neuchâtel,NE,583.0,52.0,,67.0,10.0,2020-04-12
CH,St. Gallen,SG,649.0,21.0,,58.0,9.0,2020-04-12
CH,Basel-Landschaft,BL,740.0,23.0,,48.0,17.0,2020-04-12
CH,Grisons,GR,747.0,36.0,,35.0,,2020-04-12
CH,Fribourg,FR,846.0,54.0,,65.0,19.0,2020-04-12
CH,Basel-Stadt,BS,877.0,33.0,,86.0,12.0,2020-04-12
CH,Aargau,AG,899.0,18.0,,,,2020-04-12
CH,Berne,BE,1441.0,49.0,,95.0,33.0,2020-04-12
CH,Valais,VS,1666.0,91.0,,112.0,22.0,2020-04-12
CH,Ticino,TI,2869.0,244.0,,269.0,63.0,2020-04-12
CH,Zürich,ZH,3001.0,79.0,,153.0,,2020-04-12
CH,Geneva,GE,4454.0,185.0,19204.0,363.0,47.0,2020-04-12
CH,Vaud,VD,4811.0,254.0,,294.0,65.0,2020-04-12
CH,,,25854.0,1194.0,19846.0,1907.0,357.0,2020-04-12
CH,Appenzell Innerrhoden,AI,,,,,,2020-04-12
CH,Appenzell Ausserrhoden,AR,,,,,,2020-04-12
CH,Obwalden,OW,,,,,,2020-04-12
