country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,16556.0,35.0,,11.0,1.0,2022-03-13
CH,Schaffhausen,SH,26905.0,113.0,,22.0,3.0,2022-03-13
CH,Jura,JU,28764.0,207.0,,21.0,0.0,2022-03-13
CH,Zug,ZG,42533.0,159.0,,16.0,2.0,2022-03-13
CH,Basel-Stadt,BS,64597.0,273.0,,113.0,5.0,2022-03-13
CH,Neuchâtel,NE,68806.0,456.0,,37.0,3.0,2022-03-13
CH,Grisons,GR,80887.0,251.0,,21.0,3.0,2022-03-13
CH,Basel-Landschaft,BL,101327.0,280.0,,37.0,2.0,2022-03-13
CH,Thurgau,TG,103370.0,626.0,,60.0,4.0,2022-03-13
CH,Fribourg,FR,129853.0,560.0,,68.0,3.0,2022-03-13
CH,Valais,VS,139061.0,803.0,,110.0,8.0,2022-03-13
CH,Lucerne,LU,159472.0,,,,,2022-03-13
CH,St. Gallen,SG,187335.0,846.0,,60.0,5.0,2022-03-13
CH,Geneva,GE,190956.0,995.0,,424.0,2.0,2022-03-13
CH,Vaud,VD,315377.0,,,224.0,13.0,2022-03-13
CH,Berne,BE,350423.0,1489.0,,,,2022-03-13
CH,Zürich,ZH,514156.0,1729.0,,218.0,48.0,2022-03-13
CH,,,3046350.0,13362.0,957817.0,2019.0,151.0,2022-03-13
CH,Aargau,AG,,,,,,2022-03-13
CH,Appenzell Innerrhoden,AI,,,,,,2022-03-13
CH,Appenzell Ausserrhoden,AR,,,,,,2022-03-13
CH,Glarus,GL,,,,,,2022-03-13
CH,Obwalden,OW,,,,,,2022-03-13
CH,Solothurn,SO,,,,,,2022-03-13
CH,Schwyz,SZ,,,,,,2022-03-13
CH,Ticino,TI,,,,,,2022-03-13
CH,Uri,UR,,,,,,2022-03-13
