country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63333.0,,,,2023-03-04
BE,Wallonia,Luxembourg,125968.0,,0.0,0.0,2023-03-04
BE,Wallonia,BrabantWallon,173763.0,,0.0,0.0,2023-03-04
BE,Wallonia,Namur,202729.0,,0.0,0.0,2023-03-04
BE,Flanders,Limburg,351036.0,,0.0,0.0,2023-03-04
BE,Wallonia,Liège,421396.0,,0.0,0.0,2023-03-04
BE,Flanders,VlaamsBrabant,464191.0,,0.0,0.0,2023-03-04
BE,Flanders,WestVlaanderen,504061.0,,0.0,0.0,2023-03-04
BE,Brussels,Brussels,505308.0,,0.0,0.0,2023-03-04
BE,Wallonia,Hainaut,518785.0,,0.0,0.0,2023-03-04
BE,Flanders,OostVlaanderen,644345.0,,0.0,0.0,2023-03-04
BE,Flanders,Antwerpen,765337.0,,0.0,0.0,2023-03-04
BE,Brussels,,,2.0,,,2023-03-04
BE,Flanders,,,35.0,,,2023-03-04
