country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,60148.0,,,,2022-08-03
BE,Wallonia,Luxembourg,117085.0,,24.0,3.0,2022-08-03
BE,Wallonia,BrabantWallon,163081.0,,30.0,3.0,2022-08-03
BE,Wallonia,Namur,189516.0,,79.0,4.0,2022-08-03
BE,Flanders,Limburg,326842.0,,73.0,3.0,2022-08-03
BE,Wallonia,Liège,399198.0,,210.0,18.0,2022-08-03
BE,Flanders,VlaamsBrabant,433472.0,,137.0,12.0,2022-08-03
BE,Flanders,WestVlaanderen,469403.0,,246.0,12.0,2022-08-03
BE,Brussels,Brussels,482058.0,,277.0,19.0,2022-08-03
BE,Wallonia,Hainaut,487818.0,,254.0,22.0,2022-08-03
BE,Flanders,OostVlaanderen,600718.0,,233.0,20.0,2022-08-03
BE,Flanders,Antwerpen,713574.0,,238.0,9.0,2022-08-03
