country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,BrabantWallon,1987.0,,3.0,0.0,2020-08-23
BE,MISSING,MISSING,2063.0,,,,2020-08-23
BE,Flanders,VlaamsBrabant,6725.0,,10.0,4.0,2020-08-23
BE,Flanders,Limburg,7659.0,,13.0,3.0,2020-08-23
BE,Flanders,WestVlaanderen,8211.0,,11.0,4.0,2020-08-23
BE,Wallonia,Hainaut,8538.0,,16.0,2.0,2020-08-23
BE,Flanders,OostVlaanderen,8539.0,,23.0,3.0,2020-08-23
BE,Wallonia,Liège,8869.0,,31.0,11.0,2020-08-23
BE,Brussels,Brussels,9776.0,,114.0,28.0,2020-08-23
BE,Flanders,Antwerpen,15120.0,,86.0,30.0,2020-08-23
BE,Wallonia,Luxembourg,,,0.0,0.0,2020-08-23
BE,Wallonia,Namur,,,5.0,2.0,2020-08-23
