country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,62952.0,,,,2023-01-22
BE,Wallonia,Luxembourg,125447.0,,2.0,0.0,2023-01-22
BE,Wallonia,BrabantWallon,172909.0,,5.0,0.0,2023-01-22
BE,Wallonia,Namur,201789.0,,15.0,1.0,2023-01-22
BE,Flanders,Limburg,347200.0,,47.0,3.0,2023-01-22
BE,Wallonia,Liège,419566.0,,45.0,6.0,2023-01-22
BE,Flanders,VlaamsBrabant,459269.0,,63.0,5.0,2023-01-22
BE,Flanders,WestVlaanderen,496060.0,,91.0,10.0,2023-01-22
BE,Brussels,Brussels,503464.0,,82.0,6.0,2023-01-22
BE,Wallonia,Hainaut,516202.0,,80.0,3.0,2023-01-22
BE,Flanders,OostVlaanderen,635506.0,,106.0,6.0,2023-01-22
BE,Flanders,Antwerpen,755971.0,,120.0,6.0,2023-01-22
