country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,9523.0,,,,2020-11-27
BE,Wallonia,Luxembourg,16198.0,,119.0,32.0,2020-11-27
BE,Wallonia,BrabantWallon,23122.0,,65.0,9.0,2020-11-27
BE,Flanders,Limburg,24277.0,,197.0,51.0,2020-11-27
BE,Wallonia,Namur,32319.0,,192.0,62.0,2020-11-27
BE,Flanders,VlaamsBrabant,43893.0,,182.0,53.0,2020-11-27
BE,Flanders,WestVlaanderen,44177.0,,499.0,95.0,2020-11-27
BE,Flanders,OostVlaanderen,53850.0,,579.0,121.0,2020-11-27
BE,Flanders,Antwerpen,67661.0,,591.0,137.0,2020-11-27
BE,Brussels,Brussels,76391.0,,571.0,153.0,2020-11-27
BE,Wallonia,Liège,91578.0,,498.0,127.0,2020-11-27
BE,Wallonia,Hainaut,93355.0,,722.0,157.0,2020-11-27
