country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,10932.0,,,,2021-01-05
BE,Wallonia,Luxembourg,18702.0,,50.0,8.0,2021-01-05
BE,Wallonia,BrabantWallon,25458.0,,24.0,3.0,2021-01-05
BE,Flanders,Limburg,30005.0,,152.0,22.0,2021-01-05
BE,Wallonia,Namur,35821.0,,76.0,23.0,2021-01-05
BE,Flanders,VlaamsBrabant,49954.0,,81.0,15.0,2021-01-05
BE,Flanders,WestVlaanderen,55385.0,,357.0,48.0,2021-01-05
BE,Flanders,OostVlaanderen,66526.0,,356.0,73.0,2021-01-05
BE,Flanders,Antwerpen,81069.0,,358.0,74.0,2021-01-05
BE,Brussels,Brussels,82639.0,,224.0,65.0,2021-01-05
BE,Wallonia,Liège,97683.0,,186.0,41.0,2021-01-05
BE,Wallonia,Hainaut,103321.0,,266.0,58.0,2021-01-05
