country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,11489.0,,,,2021-01-12
BE,Wallonia,Luxembourg,19109.0,,45.0,7.0,2021-01-12
BE,Wallonia,BrabantWallon,25948.0,,15.0,4.0,2021-01-12
BE,Flanders,Limburg,31015.0,,147.0,23.0,2021-01-12
BE,Wallonia,Namur,36282.0,,56.0,15.0,2021-01-12
BE,Flanders,VlaamsBrabant,50868.0,,74.0,8.0,2021-01-12
BE,Flanders,WestVlaanderen,56840.0,,302.0,38.0,2021-01-12
BE,Flanders,OostVlaanderen,68157.0,,305.0,57.0,2021-01-12
BE,Flanders,Antwerpen,82953.0,,327.0,49.0,2021-01-12
BE,Brussels,Brussels,85083.0,,236.0,58.0,2021-01-12
BE,Wallonia,Liège,98802.0,,200.0,40.0,2021-01-12
BE,Wallonia,Hainaut,104555.0,,259.0,57.0,2021-01-12
