country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,5919.0,,,,2020-10-23
BE,Wallonia,Luxembourg,8692.0,,116.0,19.0,2020-10-23
BE,Wallonia,BrabantWallon,14526.0,,73.0,9.0,2020-10-23
BE,Flanders,Limburg,15301.0,,131.0,24.0,2020-10-23
BE,Wallonia,Namur,17322.0,,225.0,35.0,2020-10-23
BE,Flanders,WestVlaanderen,23159.0,,279.0,34.0,2020-10-23
BE,Flanders,VlaamsBrabant,27959.0,,124.0,21.0,2020-10-23
BE,Flanders,OostVlaanderen,28218.0,,368.0,63.0,2020-10-23
BE,Flanders,Antwerpen,42881.0,,400.0,83.0,2020-10-23
BE,Wallonia,Hainaut,47967.0,,750.0,96.0,2020-10-23
BE,Wallonia,Liège,52918.0,,803.0,121.0,2020-10-23
BE,Brussels,Brussels,53363.0,,787.0,128.0,2020-10-23
BE,Wallonia,,,4.0,,,2020-10-23
