country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,8382.0,,,,2020-11-07
BE,Wallonia,Luxembourg,13817.0,,181.0,42.0,2020-11-07
BE,Flanders,Limburg,20550.0,,254.0,83.0,2020-11-07
BE,Wallonia,BrabantWallon,20693.0,,128.0,20.0,2020-11-07
BE,Wallonia,Namur,28420.0,,339.0,83.0,2020-11-07
BE,Flanders,WestVlaanderen,36918.0,,672.0,145.0,2020-11-07
BE,Flanders,VlaamsBrabant,39095.0,,299.0,81.0,2020-11-07
BE,Flanders,OostVlaanderen,44286.0,,824.0,192.0,2020-11-07
BE,Flanders,Antwerpen,58523.0,,768.0,181.0,2020-11-07
BE,Brussels,Brussels,69770.0,,1024.0,203.0,2020-11-07
BE,Wallonia,Hainaut,80619.0,,1344.0,249.0,2020-11-07
BE,Wallonia,Liège,83017.0,,1062.0,185.0,2020-11-07
