country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63633.0,,,,2023-03-26
BE,Wallonia,Luxembourg,126738.0,,31.0,2.0,2023-03-26
BE,Wallonia,BrabantWallon,174651.0,,23.0,2.0,2023-03-26
BE,Wallonia,Namur,204265.0,,92.0,1.0,2023-03-26
BE,Flanders,Limburg,353535.0,,140.0,6.0,2023-03-26
BE,Wallonia,Liège,424034.0,,200.0,6.0,2023-03-26
BE,Flanders,VlaamsBrabant,467682.0,,130.0,9.0,2023-03-26
BE,Brussels,Brussels,506925.0,,218.0,19.0,2023-03-26
BE,Flanders,WestVlaanderen,509607.0,,302.0,13.0,2023-03-26
BE,Wallonia,Hainaut,522571.0,,338.0,18.0,2023-03-26
BE,Flanders,OostVlaanderen,650152.0,,257.0,17.0,2023-03-26
BE,Flanders,Antwerpen,770496.0,,231.0,14.0,2023-03-26
BE,Wallonia,,,21.0,,,2023-03-26
BE,Flanders,,,78.0,,,2023-03-26
