country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,62096.0,,,,2022-11-07
BE,Wallonia,Luxembourg,120826.0,,8.0,1.0,2022-11-07
BE,Wallonia,BrabantWallon,170026.0,,15.0,0.0,2022-11-07
BE,Wallonia,Namur,198891.0,,24.0,2.0,2022-11-07
BE,Flanders,Limburg,341917.0,,50.0,4.0,2022-11-07
BE,Wallonia,Liège,411976.0,,91.0,11.0,2022-11-07
BE,Flanders,VlaamsBrabant,451871.0,,64.0,10.0,2022-11-07
BE,Flanders,WestVlaanderen,488755.0,,86.0,6.0,2022-11-07
BE,Brussels,Brussels,496285.0,,113.0,8.0,2022-11-07
BE,Wallonia,Hainaut,507662.0,,133.0,7.0,2022-11-07
BE,Flanders,OostVlaanderen,625749.0,,130.0,6.0,2022-11-07
BE,Flanders,Antwerpen,745212.0,,126.0,5.0,2022-11-07
