country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,27480.0,,,,2021-11-14
BE,Wallonia,Luxembourg,41723.0,,49.0,8.0,2021-11-14
BE,Wallonia,BrabantWallon,58867.0,,38.0,7.0,2021-11-14
BE,Wallonia,Namur,76448.0,,96.0,25.0,2021-11-14
BE,Flanders,Limburg,90000.0,,149.0,41.0,2021-11-14
BE,Flanders,VlaamsBrabant,124282.0,,142.0,32.0,2021-11-14
BE,Flanders,WestVlaanderen,141035.0,,414.0,63.0,2021-11-14
BE,Flanders,OostVlaanderen,170424.0,,269.0,66.0,2021-11-14
BE,Wallonia,Liège,180680.0,,357.0,62.0,2021-11-14
BE,Brussels,Brussels,194644.0,,338.0,62.0,2021-11-14
BE,Wallonia,Hainaut,194724.0,,304.0,59.0,2021-11-14
BE,Flanders,Antwerpen,208017.0,,340.0,82.0,2021-11-14
