country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,5602.0,,,,2020-10-21
BE,Wallonia,Luxembourg,7594.0,,81.0,17.0,2020-10-21
BE,Wallonia,BrabantWallon,12912.0,,65.0,10.0,2020-10-21
BE,Flanders,Limburg,14235.0,,104.0,19.0,2020-10-21
BE,Wallonia,Namur,15379.0,,170.0,29.0,2020-10-21
BE,Flanders,WestVlaanderen,20378.0,,211.0,32.0,2020-10-21
BE,Flanders,OostVlaanderen,24740.0,,286.0,56.0,2020-10-21
BE,Flanders,VlaamsBrabant,25040.0,,99.0,13.0,2020-10-21
BE,Flanders,Antwerpen,39200.0,,347.0,69.0,2020-10-21
BE,Wallonia,Hainaut,41187.0,,604.0,81.0,2020-10-21
BE,Wallonia,Liège,45699.0,,644.0,95.0,2020-10-21
BE,Brussels,Brussels,46846.0,,664.0,104.0,2020-10-21
