country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,13279.0,,,,2021-02-10
BE,Wallonia,Luxembourg,20762.0,,16.0,4.0,2021-02-10
BE,Wallonia,BrabantWallon,28498.0,,22.0,2.0,2021-02-10
BE,Flanders,Limburg,36456.0,,117.0,24.0,2021-02-10
BE,Wallonia,Namur,38679.0,,58.0,12.0,2021-02-10
BE,Flanders,VlaamsBrabant,56397.0,,72.0,14.0,2021-02-10
BE,Flanders,WestVlaanderen,65133.0,,224.0,41.0,2021-02-10
BE,Flanders,OostVlaanderen,77468.0,,249.0,47.0,2021-02-10
BE,Brussels,Brussels,90990.0,,202.0,43.0,2021-02-10
BE,Flanders,Antwerpen,92027.0,,244.0,39.0,2021-02-10
BE,Wallonia,Liège,103515.0,,128.0,33.0,2021-02-10
BE,Wallonia,Hainaut,112604.0,,320.0,44.0,2021-02-10
