country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,10056.0,,,,2020-12-11
BE,Wallonia,Luxembourg,17344.0,,73.0,12.0,2020-12-11
BE,Wallonia,BrabantWallon,24033.0,,28.0,8.0,2020-12-11
BE,Flanders,Limburg,26339.0,,127.0,27.0,2020-12-11
BE,Wallonia,Namur,33663.0,,131.0,38.0,2020-12-11
BE,Flanders,VlaamsBrabant,46391.0,,144.0,37.0,2020-12-11
BE,Flanders,WestVlaanderen,48431.0,,403.0,66.0,2020-12-11
BE,Flanders,OostVlaanderen,58631.0,,429.0,81.0,2020-12-11
BE,Flanders,Antwerpen,72658.0,,494.0,96.0,2020-12-11
BE,Brussels,Brussels,78642.0,,362.0,113.0,2020-12-11
BE,Wallonia,Liège,94084.0,,275.0,74.0,2020-12-11
BE,Wallonia,Hainaut,97595.0,,430.0,94.0,2020-12-11
