country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,10250.0,,,,2020-12-17
BE,Wallonia,Luxembourg,17786.0,,68.0,8.0,2020-12-17
BE,Wallonia,BrabantWallon,24410.0,,23.0,6.0,2020-12-17
BE,Flanders,Limburg,27317.0,,115.0,19.0,2020-12-17
BE,Wallonia,Namur,34374.0,,112.0,36.0,2020-12-17
BE,Flanders,VlaamsBrabant,47447.0,,123.0,29.0,2020-12-17
BE,Flanders,WestVlaanderen,50688.0,,408.0,66.0,2020-12-17
BE,Flanders,OostVlaanderen,61113.0,,408.0,82.0,2020-12-17
BE,Flanders,Antwerpen,75399.0,,476.0,81.0,2020-12-17
BE,Brussels,Brussels,79659.0,,342.0,91.0,2020-12-17
BE,Wallonia,Liège,95171.0,,241.0,60.0,2020-12-17
BE,Wallonia,Hainaut,99362.0,,367.0,84.0,2020-12-17
