country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,56466.0,,,,2022-05-10
BE,Wallonia,Luxembourg,106828.0,,24.0,1.0,2022-05-10
BE,Wallonia,BrabantWallon,150497.0,,22.0,0.0,2022-05-10
BE,Wallonia,Namur,177198.0,,78.0,7.0,2022-05-10
BE,Flanders,Limburg,305602.0,,150.0,9.0,2022-05-10
BE,Wallonia,Liège,374784.0,,203.0,17.0,2022-05-10
BE,Flanders,VlaamsBrabant,397193.0,,166.0,15.0,2022-05-10
BE,Flanders,WestVlaanderen,434941.0,,214.0,9.0,2022-05-10
BE,Brussels,Brussels,448344.0,,212.0,19.0,2022-05-10
BE,Wallonia,Hainaut,455451.0,,239.0,13.0,2022-05-10
BE,Flanders,OostVlaanderen,549380.0,,279.0,8.0,2022-05-10
BE,Flanders,Antwerpen,657593.0,,260.0,19.0,2022-05-10
