country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1395.0,,,,2020-06-13
BE,Wallonia,Luxembourg,1423.0,,7.0,0.0,2020-06-13
BE,Wallonia,BrabantWallon,1514.0,,4.0,0.0,2020-06-13
BE,Wallonia,Namur,2353.0,,11.0,2.0,2020-06-13
BE,Flanders,VlaamsBrabant,5437.0,,19.0,4.0,2020-06-13
BE,Brussels,Brussels,6197.0,,101.0,23.0,2020-06-13
BE,Flanders,Limburg,6456.0,,33.0,7.0,2020-06-13
BE,Flanders,WestVlaanderen,6735.0,,69.0,13.0,2020-06-13
BE,Flanders,OostVlaanderen,6775.0,,44.0,9.0,2020-06-13
BE,Wallonia,Hainaut,6904.0,,32.0,5.0,2020-06-13
BE,Wallonia,Liège,6943.0,,30.0,6.0,2020-06-13
BE,Flanders,Antwerpen,8328.0,,45.0,13.0,2020-06-13
