country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63855.0,,,,2023-04-21
BE,Wallonia,Luxembourg,127261.0,,14.0,3.0,2023-04-21
BE,Wallonia,BrabantWallon,175343.0,,11.0,1.0,2023-04-21
BE,Wallonia,Namur,205500.0,,44.0,5.0,2023-04-21
BE,Flanders,Limburg,354556.0,,46.0,2.0,2023-04-21
BE,Wallonia,Liège,425916.0,,99.0,11.0,2023-04-21
BE,Flanders,VlaamsBrabant,469295.0,,79.0,6.0,2023-04-21
BE,Brussels,Brussels,508044.0,,146.0,10.0,2023-04-21
BE,Flanders,WestVlaanderen,511620.0,,116.0,4.0,2023-04-21
BE,Wallonia,Hainaut,525725.0,,198.0,8.0,2023-04-21
BE,Flanders,OostVlaanderen,652402.0,,157.0,5.0,2023-04-21
BE,Flanders,Antwerpen,772755.0,,112.0,5.0,2023-04-21
BE,Wallonia,,,50.0,,,2023-04-21
